epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
76,1933.27,0.07613,0.95506,1,0.15827,0.00104813,0.00104813,0.00104813
77,1957.95,0.06524,0.96067,1,0.31184,0.00103987,0.00103987,0.00103987
78,1982.72,0.05953,0.80337,1,0.62096,0.00103162,0.00103162,0.00103162
79,2007.35,0.09142,0.96067,1,0.21477,0.00102337,0.00102337,0.00102337
80,2032.17,0.06309,0.96067,1,0.15229,0.00101512,0.00101512,0.00101512
81,2057.01,0.07954,0.96067,1,0.1552,0.00100687,0.00100687,0.00100687
82,2082.34,0.05614,0.95506,1,0.2417,0.000998616,0.000998616,0.000998616
83,2107.69,0.05432,0.96067,1,0.32577,0.000990365,0.000990365,0.000990365
84,2135.71,0.05556,0.96067,1,0.19097,0.000982113,0.000982113,0.000982113
85,2166.19,0.05963,0.94382,1,0.16284,0.000973861,0.000973861,0.000973861
86,2191.22,0.04445,0.96067,1,0.14519,0.00096561,0.00096561,0.00096561
87,2216.06,0.04596,0.96067,1,0.19968,0.000957358,0.000957358,0.000957358
88,2240.81,0.04753,0.93258,1,0.19646,0.000949106,0.000949106,0.000949106
89,2265.65,0.05274,0.96067,1,0.23728,0.000940855,0.000940855,0.000940855
90,2290.19,0.04426,0.96067,1,0.39074,0.000932603,0.000932603,0.000932603
91,2314.91,0.05002,0.96067,1,0.21739,0.000924352,0.000924352,0.000924352
92,2339.43,0.04824,0.95506,1,0.25891,0.0009161,0.0009161,0.0009161
93,2364,0.04818,0.95506,1,0.23818,0.000907848,0.000907848,0.000907848
94,2388.08,0.04463,0.92135,1,0.19512,0.000899597,0.000899597,0.000899597
95,2412.05,0.06012,0.96629,1,0.29499,0.000891345,0.000891345,0.000891345
96,2436.2,0.05268,0.96067,1,0.16987,0.000883093,0.000883093,0.000883093
97,2459.93,0.03345,0.96067,1,0.29133,0.000874842,0.000874842,0.000874842
98,2483.64,0.04689,0.94944,1,0.28677,0.00086659,0.00086659,0.00086659
99,2507.57,0.04924,0.95506,1,0.32604,0.000858338,0.000858338,0.000858338
100,2531.32,0.08286,0.96067,1,0.24352,0.000850087,0.000850087,0.000850087
101,2555.05,0.066,0.93258,1,0.1514,0.000841835,0.000841835,0.000841835
102,2578.93,0.06004,0.94944,1,0.16339,0.000833583,0.000833583,0.000833583
103,2602.78,0.0488,0.96067,1,0.15507,0.000825332,0.000825332,0.000825332
104,2627.56,0.06884,0.96629,1,0.18701,0.00081708,0.00081708,0.00081708
105,2652.07,0.05226,0.96629,1,0.2634,0.000808828,0.000808828,0.000808828
106,2676.51,0.04641,0.96067,1,0.2619,0.000800577,0.000800577,0.000800577
107,2701.11,0.0473,0.96067,1,0.27485,0.000792325,0.000792325,0.000792325
108,2725.63,0.04842,0.96067,1,0.20952,0.000784073,0.000784073,0.000784073
109,2750.15,0.04069,0.96067,1,0.26293,0.000775822,0.000775822,0.000775822
110,2774.74,0.0513,0.95506,1,0.29295,0.00076757,0.00076757,0.00076757
111,2799.21,0.04642,0.95506,1,0.2841,0.000759318,0.000759318,0.000759318
112,2823.73,0.04385,0.96067,1,0.34274,0.000751067,0.000751067,0.000751067
113,2848.21,0.05006,0.96629,1,0.17596,0.000742815,0.000742815,0.000742815
114,2872.7,0.04273,0.96067,1,0.30861,0.000734564,0.000734564,0.000734564
115,2897.43,0.03942,0.93258,1,0.23388,0.000726312,0.000726312,0.000726312
116,2921.95,0.04988,0.96067,1,0.24895,0.00071806,0.00071806,0.00071806
117,2946.51,0.03424,0.94944,1,0.31896,0.000709809,0.000709809,0.000709809
118,2971.09,0.05662,0.94944,1,0.2251,0.000701557,0.000701557,0.000701557
119,2995.63,0.04549,0.96629,1,0.206,0.000693305,0.000693305,0.000693305
120,3020.32,0.04294,0.96067,1,0.24719,0.000685054,0.000685054,0.000685054
121,3044.88,0.0526,0.94944,1,0.22241,0.000676802,0.000676802,0.000676802
122,3069.36,0.03548,0.96067,1,0.31299,0.00066855,0.00066855,0.00066855
123,3094.01,0.04692,0.96067,1,0.34517,0.000660299,0.000660299,0.000660299
124,3118.5,0.0379,0.96067,1,0.31158,0.000652047,0.000652047,0.000652047
125,3143,0.03092,0.96629,1,0.21755,0.000643795,0.000643795,0.000643795
126,3167.54,0.04439,0.95506,1,0.30215,0.000635544,0.000635544,0.000635544
127,3192.07,0.03182,0.96629,1,0.27602,0.000627292,0.000627292,0.000627292
128,3216.63,0.07957,0.96067,1,0.41722,0.00061904,0.00061904,0.00061904
129,3241.13,0.04061,0.94382,1,0.29601,0.000610789,0.000610789,0.000610789
130,3265.63,0.0396,0.96067,1,0.34017,0.000602537,0.000602537,0.000602537
131,3290.29,0.04018,0.96067,1,0.31893,0.000594286,0.000594286,0.000594286
132,3314.8,0.04365,0.96067,1,0.30095,0.000586034,0.000586034,0.000586034
133,3339.18,0.05307,0.94944,1,0.337,0.000577782,0.000577782,0.000577782
134,3363.78,0.0841,0.93258,1,0.25077,0.000569531,0.000569531,0.000569531
135,3388.28,0.0714,0.95506,1,0.26461,0.000561279,0.000561279,0.000561279
136,3412.82,0.08519,0.96629,1,0.31104,0.000553027,0.000553027,0.000553027
137,3437.36,0.04606,0.94944,1,0.2264,0.000544776,0.000544776,0.000544776
138,3461.86,0.04458,0.96629,1,0.37285,0.000536524,0.000536524,0.000536524
139,3486.42,0.03935,0.96067,1,0.31833,0.000528272,0.000528272,0.000528272
140,3511.02,0.03246,0.95506,1,0.44322,0.000520021,0.000520021,0.000520021
141,3535.8,0.04656,0.95506,1,0.24371,0.000511769,0.000511769,0.000511769
142,3560.51,0.04084,0.95506,1,0.53192,0.000503517,0.000503517,0.000503517
143,3585.05,0.03724,0.95506,1,0.26213,0.000495266,0.000495266,0.000495266
144,3609.79,0.02488,0.96067,1,0.19862,0.000487014,0.000487014,0.000487014
145,3634.37,0.03548,0.93258,1,0.3617,0.000478762,0.000478762,0.000478762
146,3658.88,0.03964,0.94382,1,0.2859,0.000470511,0.000470511,0.000470511
147,3683.42,0.03814,0.95506,1,0.35068,0.000462259,0.000462259,0.000462259
148,3707.87,0.04592,0.96067,1,0.30912,0.000454007,0.000454007,0.000454007
149,3732.33,0.05013,0.96629,1,0.36767,0.000445756,0.000445756,0.000445756
150,3756.89,0.02651,0.96629,1,0.31419,0.000437504,0.000437504,0.000437504
151,3781.35,0.03563,0.96629,1,0.25432,0.000429253,0.000429253,0.000429253
152,3805.92,0.02565,0.96629,1,0.24073,0.000421001,0.000421001,0.000421001
153,3830.44,0.04213,0.96629,1,0.37739,0.000412749,0.000412749,0.000412749
154,3854.96,0.02281,0.96629,1,0.28186,0.000404498,0.000404498,0.000404498
155,3879.85,0.0488,0.96629,1,0.32786,0.000396246,0.000396246,0.000396246
156,3904.46,0.04137,0.9382,1,0.38331,0.000387994,0.000387994,0.000387994
157,3928.96,0.06078,0.94382,1,0.34094,0.000379743,0.000379743,0.000379743
158,3953.77,0.04571,0.97191,1,0.30389,0.000371491,0.000371491,0.000371491
159,3978.34,0.0417,0.96629,1,0.29613,0.000363239,0.000363239,0.000363239
160,4003.62,0.03733,0.96629,1,0.17355,0.000354988,0.000354988,0.000354988
161,4028.55,0.0305,0.96067,1,0.28448,0.000346736,0.000346736,0.000346736
162,4053.34,0.03335,0.96629,1,0.34683,0.000338484,0.000338484,0.000338484
163,4078.28,0.04304,0.96629,1,0.37815,0.000330233,0.000330233,0.000330233
164,4103.01,0.0337,0.92697,1,0.20763,0.000321981,0.000321981,0.000321981
165,4127.62,0.0381,0.93258,1,0.24024,0.000313729,0.000313729,0.000313729
166,4152.39,0.03491,0.95506,1,0.30934,0.000305478,0.000305478,0.000305478
167,4176.95,0.0208,0.95506,1,0.33644,0.000297226,0.000297226,0.000297226
168,4202.2,0.04166,0.96067,1,0.35125,0.000288974,0.000288974,0.000288974
169,4226.95,0.02925,0.94944,1,0.42906,0.000280723,0.000280723,0.000280723
170,4251.55,0.02921,0.94382,1,0.34764,0.000272471,0.000272471,0.000272471
171,4276.27,0.03384,0.94382,1,0.47538,0.00026422,0.00026422,0.00026422
172,4300.81,0.0225,0.96067,1,0.40744,0.000255968,0.000255968,0.000255968
173,4325.38,0.02024,0.95506,1,0.41322,0.000247716,0.000247716,0.000247716
174,4350.07,0.02848,0.95506,1,0.27492,0.000239465,0.000239465,0.000239465
175,4374.69,0.03697,0.92135,1,0.39777,0.000231213,0.000231213,0.000231213
176,4399.43,0.04309,0.92135,1,0.31205,0.000222961,0.000222961,0.000222961
177,4424.07,0.07129,0.92697,1,0.29728,0.00021471,0.00021471,0.00021471
178,4448.85,0.04234,0.93258,1,0.33036,0.000206458,0.000206458,0.000206458
179,4473.44,0.02997,0.92697,1,0.2566,0.000198206,0.000198206,0.000198206
180,4498.12,0.02153,0.95506,1,0.25042,0.000189955,0.000189955,0.000189955
181,4522.61,0.02584,0.96067,1,0.25574,0.000181703,0.000181703,0.000181703
182,4547.25,0.03042,0.96067,1,0.27605,0.000173451,0.000173451,0.000173451
183,4571.83,0.01755,0.94944,1,0.42103,0.0001652,0.0001652,0.0001652
184,4596.38,0.02318,0.94944,1,0.33983,0.000156948,0.000156948,0.000156948
185,4621,0.02392,0.94944,1,0.49039,0.000148696,0.000148696,0.000148696
186,4645.69,0.02625,0.94944,1,0.2531,0.000140445,0.000140445,0.000140445
187,4670.47,0.01896,0.94944,1,0.3424,0.000132193,0.000132193,0.000132193
188,4695.04,0.01714,0.94944,1,0.51941,0.000123941,0.000123941,0.000123941
189,4719.65,0.01709,0.94944,1,0.35988,0.00011569,0.00011569,0.00011569
190,4744.24,0.01684,0.94944,1,0.29013,0.000107438,0.000107438,0.000107438
191,4768.86,0.02313,0.94944,1,0.47165,9.91865e-05,9.91865e-05,9.91865e-05
192,4793.48,0.02876,0.96067,1,0.3058,9.09349e-05,9.09349e-05,9.09349e-05
193,4818.06,0.04692,0.96067,1,0.27231,8.26832e-05,8.26832e-05,8.26832e-05
194,4842.65,0.02507,0.96067,1,0.34025,7.44316e-05,7.44316e-05,7.44316e-05
195,4867.32,0.02593,0.96067,1,0.46556,6.61799e-05,6.61799e-05,6.61799e-05
196,4891.8,0.02824,0.96067,1,0.35274,5.79283e-05,5.79283e-05,5.79283e-05
197,4916.31,0.0228,0.96067,1,0.24965,4.96766e-05,4.96766e-05,4.96766e-05
198,4941.01,0.02436,0.96067,1,0.36019,4.1425e-05,4.1425e-05,4.1425e-05
199,4965.5,0.02712,0.96067,1,0.33989,3.31733e-05,3.31733e-05,3.31733e-05
200,4989.94,0.02786,0.96067,1,0.44314,2.49217e-05,2.49217e-05,2.49217e-05
